{0,1}	{1,0}
{1,#,3,#,6,2,#,#,5,4}	{1,#,2,#,6,3,#,#,5,4}
{1,#,4,#,6,3,#,#,5,2}	{1,#,2,#,6,3,#,#,5,4}
{1,#,5,#,6,3,#,#,2,4}	{1,#,2,#,6,3,#,#,5,4}
{1,#,6,#,2,3,#,#,5,4}	{1,#,2,#,6,3,#,#,5,4}
{1,#,2,#,6,4,#,#,5,3}	{1,#,2,#,6,3,#,#,5,4}
{1,#,2,#,6,5,#,#,3,4}	{1,#,2,#,6,3,#,#,5,4}
{1,#,2,#,3,6,#,#,5,4}	{1,#,2,#,6,3,#,#,5,4}
{1,#,2,#,6,3,#,#,4,5}	{1,#,2,#,6,3,#,#,5,4}
{1,#,2,#,4,3,#,#,5,6}	{1,#,2,#,6,3,#,#,5,4}
{1,#,2,#,5,3,#,#,6,4}	{1,#,2,#,6,3,#,#,5,4}
{2,#,1,#,5,3,6,#,4}	{1,#,2,#,5,3,6,#,4}
{3,#,2,#,5,1,6,#,4}	{1,#,2,#,5,3,6,#,4}
{4,#,2,#,5,3,6,#,1}	{1,#,2,#,5,3,6,#,4}
{5,#,2,#,1,3,6,#,4}	{1,#,2,#,5,3,6,#,4}
{6,#,2,#,5,3,1,#,4}	{1,#,2,#,5,3,6,#,4}
{1,#,3,#,5,2,6,#,4}	{1,#,2,#,5,3,6,#,4}
{1,#,4,#,5,3,6,#,2}	{1,#,2,#,5,3,6,#,4}
{1,#,5,#,2,3,6,#,4}	{1,#,2,#,5,3,6,#,4}
{1,#,6,#,5,3,2,#,4}	{1,#,2,#,5,3,6,#,4}
{1,#,2,#,5,4,6,#,3}	{1,#,2,#,5,3,6,#,4}
{1,#,2,#,3,5,6,#,4}	{1,#,2,#,5,3,6,#,4}
{1,#,2,#,5,6,3,#,4}	{1,#,2,#,5,3,6,#,4}
{1,#,2,#,4,3,6,#,5}	{1,#,2,#,5,3,6,#,4}
{1,#,2,#,5,3,4,#,6}	{1,#,2,#,5,3,6,#,4}
{1,#,2,#,6,3,5,#,4}	{1,#,2,#,5,3,6,#,4}
{2,#,1,#,6,3,#,#,4,#,5}	{1,#,2,#,6,3,#,#,4,#,5}
{3,#,2,#,6,1,#,#,4,#,5}	{1,#,2,#,6,3,#,#,4,#,5}
{4,#,2,#,6,3,#,#,1,#,5}	{1,#,2,#,6,3,#,#,4,#,5}
{5,#,2,#,6,3,#,#,4,#,1}	{1,#,2,#,6,3,#,#,4,#,5}
{6,#,2,#,1,3,#,#,4,#,5}	{1,#,2,#,6,3,#,#,4,#,5}
{1,#,3,#,6,2,#,#,4,#,5}	{1,#,2,#,6,3,#,#,4,#,5}
{1,#,4,#,6,3,#,#,2,#,5}	{1,#,2,#,6,3,#,#,4,#,5}
{1,#,5,#,6,3,#,#,4,#,2}	{1,#,2,#,6,3,#,#,4,#,5}
{1,#,6,#,2,3,#,#,4,#,5}	{1,#,2,#,6,3,#,#,4,#,5}
{1,#,2,#,6,4,#,#,3,#,5}	{1,#,2,#,6,3,#,#,4,#,5}
{1,#,2,#,6,5,#,#,4,#,3}	{1,#,2,#,6,3,#,#,4,#,5}
{1,#,2,#,3,6,#,#,4,#,5}	{1,#,2,#,6,3,#,#,4,#,5}
{1,#,2,#,6,3,#,#,5,#,4}	{1,#,2,#,6,3,#,#,4,#,5}
{1,#,2,#,4,3,#,#,6,#,5}	{1,#,2,#,6,3,#,#,4,#,5}
{1,#,2,#,5,3,#,#,4,#,6}	{1,#,2,#,6,3,#,#,4,#,5}
{2,#,1,#,3,#,6,5,#,4}	{1,#,2,#,3,#,6,5,#,4}
{3,#,2,#,1,#,6,5,#,4}	{1,#,2,#,3,#,6,5,#,4}
{4,#,2,#,3,#,6,5,#,1}	{1,#,2,#,3,#,6,5,#,4}
{5,#,2,#,3,#,6,1,#,4}	{1,#,2,#,3,#,6,5,#,4}
{6,#,2,#,3,#,1,5,#,4}	{1,#,2,#,3,#,6,5,#,4}
{1,#,3,#,2,#,6,5,#,4}	{1,#,2,#,3,#,6,5,#,4}
{1,#,4,#,3,#,6,5,#,2}	{1,#,2,#,3,#,6,5,#,4}
{1,#,5,#,3,#,6,2,#,4}	{1,#,2,#,3,#,6,5,#,4}
{1,#,6,#,3,#,2,5,#,4}	{1,#,2,#,3,#,6,5,#,4}
{1,#,2,#,4,#,6,5,#,3}	{1,#,2,#,3,#,6,5,#,4}
{1,#,2,#,5,#,6,3,#,4}	{1,#,2,#,3,#,6,5,#,4}
{1,#,2,#,6,#,3,5,#,4}	{1,#,2,#,3,#,6,5,#,4}
{1,#,2,#,3,#,6,4,#,5}	{1,#,2,#,3,#,6,5,#,4}
{1,#,2,#,3,#,4,5,#,6}	{1,#,2,#,3,#,6,5,#,4}
{1,#,2,#,3,#,5,6,#,4}	{1,#,2,#,3,#,6,5,#,4}
{2,#,1,#,3,#,5,4,6}	{1,#,2,#,3,#,5,4,6}
{3,#,2,#,1,#,5,4,6}	{1,#,2,#,3,#,5,4,6}
{4,#,2,#,3,#,5,1,6}	{1,#,2,#,3,#,5,4,6}
{5,#,2,#,3,#,1,4,6}	{1,#,2,#,3,#,5,4,6}
{6,#,2,#,3,#,5,4,1}	{1,#,2,#,3,#,5,4,6}
{1,#,3,#,2,#,5,4,6}	{1,#,2,#,3,#,5,4,6}
{1,#,4,#,3,#,5,2,6}	{1,#,2,#,3,#,5,4,6}
{1,#,5,#,3,#,2,4,6}	{1,#,2,#,3,#,5,4,6}
{1,#,6,#,3,#,5,4,2}	{1,#,2,#,3,#,5,4,6}
{1,#,2,#,4,#,5,3,6}	{1,#,2,#,3,#,5,4,6}
{1,#,2,#,5,#,3,4,6}	{1,#,2,#,3,#,5,4,6}
{1,#,2,#,6,#,5,4,3}	{1,#,2,#,3,#,5,4,6}
{1,#,2,#,3,#,4,5,6}	{1,#,2,#,3,#,5,4,6}
{1,#,2,#,3,#,5,6,4}	{1,#,2,#,3,#,5,4,6}
{1,#,2,#,3,#,6,4,5}	{1,#,2,#,3,#,5,4,6}
{2,#,1,#,3,#,6,4,#,#,5}	{1,#,2,#,3,#,6,4,#,#,5}
{3,#,2,#,1,#,6,4,#,#,5}	{1,#,2,#,3,#,6,4,#,#,5}
{4,#,2,#,3,#,6,1,#,#,5}	{1,#,2,#,3,#,6,4,#,#,5}
{5,#,2,#,3,#,6,4,#,#,1}	{1,#,2,#,3,#,6,4,#,#,5}
{6,#,2,#,3,#,1,4,#,#,5}	{1,#,2,#,3,#,6,4,#,#,5}
{1,#,3,#,2,#,6,4,#,#,5}	{1,#,2,#,3,#,6,4,#,#,5}
{1,#,4,#,3,#,6,2,#,#,5}	{1,#,2,#,3,#,6,4,#,#,5}
{1,#,5,#,3,#,6,4,#,#,2}	{1,#,2,#,3,#,6,4,#,#,5}
{1,#,6,#,3,#,2,4,#,#,5}	{1,#,2,#,3,#,6,4,#,#,5}
{1,#,2,#,4,#,6,3,#,#,5}	{1,#,2,#,3,#,6,4,#,#,5}
{1,#,2,#,5,#,6,4,#,#,3}	{1,#,2,#,3,#,6,4,#,#,5}
{1,#,2,#,6,#,3,4,#,#,5}	{1,#,2,#,3,#,6,4,#,#,5}
{1,#,2,#,3,#,6,5,#,#,4}	{1,#,2,#,3,#,6,4,#,#,5}
{1,#,2,#,3,#,4,6,#,#,5}	{1,#,2,#,3,#,6,4,#,#,5}
{1,#,2,#,3,#,5,4,#,#,6}	{1,#,2,#,3,#,6,4,#,#,5}
{2,#,1,#,3,#,4,#,6,5}	{1,#,2,#,3,#,4,#,6,5}
{3,#,2,#,1,#,4,#,6,5}	{1,#,2,#,3,#,4,#,6,5}
{4,#,2,#,3,#,1,#,6,5}	{1,#,2,#,3,#,4,#,6,5}
{5,#,2,#,3,#,4,#,6,1}	{1,#,2,#,3,#,4,#,6,5}
{6,#,2,#,3,#,4,#,1,5}	{1,#,2,#,3,#,4,#,6,5}
{1,#,3,#,2,#,4,#,6,5}	{1,#,2,#,3,#,4,#,6,5}
{1,#,4,#,3,#,2,#,6,5}	{1,#,2,#,3,#,4,#,6,5}
{1,#,5,#,3,#,4,#,6,2}	{1,#,2,#,3,#,4,#,6,5}
{1,#,6,#,3,#,4,#,2,5}	{1,#,2,#,3,#,4,#,6,5}
{1,#,2,#,4,#,3,#,6,5}	{1,#,2,#,3,#,4,#,6,5}
{1,#,2,#,5,#,4,#,6,3}	{1,#,2,#,3,#,4,#,6,5}
{1,#,2,#,6,#,4,#,3,5}	{1,#,2,#,3,#,4,#,6,5}
{1,#,2,#,3,#,5,#,6,4}	{1,#,2,#,3,#,4,#,6,5}
{1,#,2,#,3,#,6,#,4,5}	{1,#,2,#,3,#,4,#,6,5}
{1,#,2,#,3,#,4,#,5,6}	{1,#,2,#,3,#,4,#,6,5}
{2,#,1,#,3,#,4,#,5,#,6}	{1,#,2,#,3,#,4,#,5,#,6}
{3,#,2,#,1,#,4,#,5,#,6}	{1,#,2,#,3,#,4,#,5,#,6}
{4,#,2,#,3,#,1,#,5,#,6}	{1,#,2,#,3,#,4,#,5,#,6}
{5,#,2,#,3,#,4,#,1,#,6}	{1,#,2,#,3,#,4,#,5,#,6}
{6,#,2,#,3,#,4,#,5,#,1}	{1,#,2,#,3,#,4,#,5,#,6}
{1,#,3,#,2,#,4,#,5,#,6}	{1,#,2,#,3,#,4,#,5,#,6}
{1,#,4,#,3,#,2,#,5,#,6}	{1,#,2,#,3,#,4,#,5,#,6}
{1,#,5,#,3,#,4,#,2,#,6}	{1,#,2,#,3,#,4,#,5,#,6}
{1,#,6,#,3,#,4,#,5,#,2}	{1,#,2,#,3,#,4,#,5,#,6}
{1,#,2,#,4,#,3,#,5,#,6}	{1,#,2,#,3,#,4,#,5,#,6}
{1,#,2,#,5,#,4,#,3,#,6}	{1,#,2,#,3,#,4,#,5,#,6}
{1,#,2,#,6,#,4,#,5,#,3}	{1,#,2,#,3,#,4,#,5,#,6}
{1,#,2,#,3,#,5,#,4,#,6}	{1,#,2,#,3,#,4,#,5,#,6}
{1,#,2,#,3,#,6,#,5,#,4}	{1,#,2,#,3,#,4,#,5,#,6}
{1,#,2,#,3,#,4,#,6,#,5}	{1,#,2,#,3,#,4,#,5,#,6}
{10,9,#,8,#,6,#,5,7,1,2,#,#,#,#,3,#,#,4}	{10,9,#,8,#,6,#,2,7,1,5,#,#,#,#,3,#,#,4}
{-469,-482,-378,-261,#,#,-635,-676,-560,-307,#,#,#,#,#,#,-267}	{-469,-482,-378,-635,#,#,-261,-676,-560,-307,#,#,#,#,#,#,-267}
{-605,-690,-506,-742,-650,-596,#,-747,#,#,#,-644,-586,#,#,-615}	{-644,-690,-506,-742,-650,-596,#,-747,#,#,#,-605,-586,#,#,-615}
{-262,-350,-38,#,#,-164,157,#,-74,-9,61,#,#,#,282,215,300}	{-262,-350,-38,#,#,-164,157,#,-74,-9,282,#,#,#,61,215,300}
{31,-71,599,#,19,205,#,#,#,182,265,104,#,#,441,#,#,332,414,#,#,#,522}	{31,-71,599,#,19,205,#,#,#,182,265,104,#,#,414,#,#,332,441,#,#,#,522}
{143,-465,199,47,-237,#,315,#,-558,-420,5,201,#,#,-532,#,-328,-141,-565,#,265,#,#,#,-269,#,-72,#,61,#,305,#,#,#,#,#,119}	{143,-465,199,-565,-237,#,315,#,-558,-420,5,201,#,#,-532,#,-328,-141,47,#,265,#,#,#,-269,#,-72,#,61,#,305,#,#,#,#,#,119}
{1317,1508,1390,-148,505,1372,1424,-211,-110,389,1252,#,#,1403,104,-469,#,#,49,106,412,782,1281,#,#,#,1650,-552,-358,-17,#,#,142,406,463,712,1160,#,#,1575,1669,#,#,-405,-251,-84,#,#,201,#,#,#,#,635,758,827,#,#,#,#,1746,-453,#,-303,#,#,#,#,294,544,668,#,#,#,946,#,1765,#,#,-352,#,#,#,#,607,#,#,907,1064,#,#,#,#,#,#,#,#,1038}	{1317,104,1390,-148,505,1372,1424,-211,-110,389,1252,#,#,1403,1508,-469,#,#,49,106,412,782,1281,#,#,#,1650,-552,-358,-17,#,#,142,406,463,712,1160,#,#,1575,1669,#,#,-405,-251,-84,#,#,201,#,#,#,#,635,758,827,#,#,#,#,1746,-453,#,-303,#,#,#,#,294,544,668,#,#,#,946,#,1765,#,#,-352,#,#,#,#,607,#,#,907,1064,#,#,#,#,#,#,#,#,1038}
{390,255,2266,-273,337,1105,3440,-425,4113,#,#,600,1355,3241,4731,-488,-367,16,#,565,780,1311,1755,3075,3392,4725,4817,#,#,#,#,-187,152,395,#,728,977,1270,#,1611,1786,2991,3175,3286,#,164,#,#,4864,-252,-95,82,#,391,469,638,769,862,1045,1138,#,1460,1663,#,1838,2891,#,#,#,#,3296,3670,4381,#,4905,#,#,#,-58,#,#,#,#,#,#,#,#,734,#,843,958,#,#,#,1163,1445,1533,#,#,#,2111,2792,#,#,#,3493,3933,4302,4488,#,#,#,#,#,#,819,#,#,#,#,1216,#,#,1522,#,1889,2238,2558,2832,#,3519,3848,4090,4165,#,4404,4630,#,#,#,#,#,#,1885,2018,2199,#,2364,2678,#,#,#,3618,3751,#,4006,#,#,4246,#,#,4554,#,#,#,1936,#,#,#,#,2444,2642,2732,#,#,#,#,#,#,#,4253,#,#,#,#,2393,2461,#,#,#,#,4250,#,#,#,#,2537}	{390,255,2266,-273,337,1105,3440,-425,164,#,#,600,1355,3241,4731,-488,-367,16,#,565,780,1311,1755,3075,3392,4725,4817,#,#,#,#,-187,152,395,#,728,977,1270,#,1611,1786,2991,3175,3286,#,4113,#,#,4864,-252,-95,82,#,391,469,638,769,862,1045,1138,#,1460,1663,#,1838,2891,#,#,#,#,3296,3670,4381,#,4905,#,#,#,-58,#,#,#,#,#,#,#,#,734,#,843,958,#,#,#,1163,1445,1533,#,#,#,2111,2792,#,#,#,3493,3933,4302,4488,#,#,#,#,#,#,819,#,#,#,#,1216,#,#,1522,#,1889,2238,2558,2832,#,3519,3848,4090,4165,#,4404,4630,#,#,#,#,#,#,1885,2018,2199,#,2364,2678,#,#,#,3618,3751,#,4006,#,#,4246,#,#,4554,#,#,#,1936,#,#,#,#,2444,2642,2732,#,#,#,#,#,#,#,4253,#,#,#,#,2393,2461,#,#,#,#,4250,#,#,#,#,2537}
{2955,-146,3952,-570,2566,3637,4050,-602,-476,390,2954,3210,3872,#,4064,-652,-573,-483,-302,234,1681,2591,#,3005,3383,3702,#,#,4276,-769,#,#,#,#,#,-324,-202,-43,366,1083,1979,#,2878,2979,3154,3297,3458,3686,3788,4159,#,#,-719,-421,#,#,#,-69,92,309,#,715,1236,1961,2281,2638,#,#,#,3099,#,#,#,#,3514,#,#,3763,#,#,4234,#,#,#,#,#,#,6,158,276,#,425,987,1135,1511,1749,#,2132,2423,2620,2721,#,3123,#,3576,#,#,#,#,#,#,#,#,#,#,#,458,877,#,#,1233,1338,1561,1716,1835,2038,2213,2004,2502,#,#,#,2744,#,3125,#,#,#,617,747,975,#,#,1243,1427,#,1604,#,#,#,1893,2349,#,2187,#,#,#,#,#,#,2789,#,#,540,648,#,809,#,#,#,#,1414,#,1603,#,#,#,#,#,#,2188,#,#,525,#,#,#,#,#,#,1422,#,#,#,#,#,#,1420}	{2955,-146,3952,-570,2566,3637,4050,-602,-476,390,2954,3210,3872,#,4064,-652,-573,-483,-302,234,1681,2591,#,3005,3383,3702,#,#,4276,-769,#,#,#,#,#,-324,-202,-43,366,1083,1979,#,2878,2979,3154,3297,3458,3686,3788,4159,#,#,-719,-421,#,#,#,-69,92,309,#,715,1236,1961,2281,2638,#,#,#,3099,#,#,#,#,3514,#,#,3763,#,#,4234,#,#,#,#,#,#,6,158,276,#,425,987,1135,1511,1749,#,2132,2423,2620,2721,#,3123,#,3576,#,#,#,#,#,#,#,#,#,#,#,458,877,#,#,1233,1338,1561,1716,1835,2038,2213,2349,2502,#,#,#,2744,#,3125,#,#,#,617,747,975,#,#,1243,1427,#,1604,#,#,#,1893,2004,#,2187,#,#,#,#,#,#,2789,#,#,540,648,#,809,#,#,#,#,1414,#,1603,#,#,#,#,#,#,2188,#,#,525,#,#,#,#,#,#,1422,#,#,#,#,#,#,1420}
{5,-685,2970,-755,-462,2770,3620,#,-714,-649,434,373,2913,3337,4201,#,#,#,-497,-400,-95,313,1620,2838,#,3228,3574,3874,4262,-589,-484,#,-225,-183,#,240,#,1357,2342,#,#,2988,3262,3434,#,3658,3885,#,#,-622,#,#,#,-381,#,#,#,150,#,1237,1538,2235,2593,#,3072,#,#,3349,3490,#,3760,#,4187,#,#,#,-325,74,#,701,1246,1439,1583,2136,2249,2553,2661,3053,3174,#,3384,3465,#,3686,3855,3971,#,#,#,#,#,527,913,#,1283,#,#,#,#,1945,2219,#,#,2370,#,#,2694,3007,#,3109,#,#,#,#,#,#,#,#,#,#,4058,519,624,712,972,#,#,1736,1954,#,#,#,2467,2692,#,#,#,#,3115,#,4100,-203,#,#,#,#,725,#,1227,1670,1745,1952,2030,2427,#,#,#,#,#,#,#,#,#,#,817,1056,#,#,#,#,1852,#,#,#,2098,#,#,#,#,#,1133,1834,1929}	{5,-685,2970,-755,-462,2770,3620,#,-714,-649,-203,373,2913,3337,4201,#,#,#,-497,-400,-95,313,1620,2838,#,3228,3574,3874,4262,-589,-484,#,-225,-183,#,240,#,1357,2342,#,#,2988,3262,3434,#,3658,3885,#,#,-622,#,#,#,-381,#,#,#,150,#,1237,1538,2235,2593,#,3072,#,#,3349,3490,#,3760,#,4187,#,#,#,-325,74,#,701,1246,1439,1583,2136,2249,2553,2661,3053,3174,#,3384,3465,#,3686,3855,3971,#,#,#,#,#,527,913,#,1283,#,#,#,#,1945,2219,#,#,2370,#,#,2694,3007,#,3109,#,#,#,#,#,#,#,#,#,#,4058,519,624,712,972,#,#,1736,1954,#,#,#,2467,2692,#,#,#,#,3115,#,4100,434,#,#,#,#,725,#,1227,1670,1745,1952,2030,2427,#,#,#,#,#,#,#,#,#,#,817,1056,#,#,#,#,1852,#,#,#,2098,#,#,#,#,#,1133,1834,1929}
{4091,846,10073,117,979,6182,21113,-93,390,867,2140,4405,6582,14837,21781,-649,21,264,659,#,882,1359,2671,4197,6092,6410,7887,10122,17272,21596,23688,#,-488,-41,26,134,383,552,811,#,#,1095,2122,2639,3522,4148,4274,4791,6139,6305,6448,7356,9199,#,14690,15570,18038,21394,21675,22768,23739,-636,-153,#,#,#,#,#,211,324,385,484,627,716,#,1017,1298,1942,#,2335,#,3131,3864,#,#,#,4338,4474,5663,#,#,6262,6359,#,6569,6795,7813,8704,9390,10333,14836,14972,16537,17346,19282,21191,21475,#,21772,22317,22890,23697,23767,#,-568,-341,#,188,#,#,#,#,#,420,#,#,#,#,#,#,#,1251,#,1396,2044,2250,2353,3072,3174,3834,3923,#,4349,#,4559,5292,5776,#,6278,#,6398,6500,#,6721,6931,7735,#,8504,8840,9343,9921,10158,11686,14806,#,14895,15199,15985,17001,#,17892,19030,19865,21154,21336,#,21562,#,#,22183,22707,22814,23507,#,#,#,23894,#,-506,-424,-253,#,202,#,#,1174,#,#,1751,1994,2119,2232,#,#,2561,2682,#,#,3274,3676,#,#,4003,#,#,#,4705,5155,5555,5753,5906,#,#,#,#,#,6540,6644,6755,6915,7053,7373,#,8432,8657,8800,9135,9312,#,9616,10021,#,10268,11168,11950,14734,#,#,#,15027,15552,15697,16470,16974,17146,17724,17956,18357,19113,19513,19958,#,#,21272,#,#,#,21824,22231,22372,22740,22803,#,22991,23529,23832,24020,#,#,#,#,#,-236,#,#,#,#,1569,1940,#,#,2057,#,#,#,2548,#,2674,2824,3266,3465,3531,3818,#,4068,4633,#,4955,5233,5468,5619,5731,#,5809,5938,#,#,#,#,#,#,6883,#,6957,7261,#,7584,8161,8452,8646,8687,#,8807,9079,9179,9275,#,9534,9824,#,#,10209,#,10400,11569,11858,12704,#,14755,#,15035,15507,#,15649,15856,16003,#,16690,#,17049,17175,17467,17779,#,#,18258,18884,#,19196,19457,19832,19888,20594,#,#,#,22097,22187,22253,22338,22657,#,#,#,#,22986,23235,#,23575,#,#,23948,#,#,#,1494,1662,1842,#,#,#,2512,#,#,#,2745,2953,#,#,3370,#,#,3598,3775,#,#,#,#,#,4824,5085,#,#,5391,#,#,#,#,#,#,#,#,6019,#,#,#,#,7227,7339,7521,7684,7997,8337,#,8470,8511,#,#,#,#,#,8942,#,#,#,#,#,9460,#,9680,#,#,#,#,10478,11396,11633,11836,#,12059,13791,#,#,#,15040,15269,#,15598,15684,15776,15902,#,16148,16594,16773,#,#,#,17206,17381,17658,17726,17842,18106,#,18445,18981,#,#,19344,#,19609,#,#,19909,20485,20640,21935,22110,#,14511,#,#,#,#,22566,#,#,#,23146,23319,#,23645,#,24006,#,#,#,#,#,#,2355,#,#,#,2878,3020,#,#,3587,#,#,3804,#,4915,5036,#,#,#,#,#,7158,#,#,#,7431,#,#,7705,7955,8008,8253,#,#,#,#,8513,8852,8969,#,#,#,9773,10407,10600,11245,11454,#,11674,11698,#,12031,12548,13100,13855,#,15128,15232,15450,#,15627,#,#,#,#,#,15953,16049,16339,16584,16655,#,16857,#,#,#,#,17567,#,#,#,17833,#,#,18253,18393,18743,#,#,19316,19380,#,19687,#,#,20007,20563,#,20783,21869,22063,#,#,#,#,22377,22567,23011,#,23316,23385,#,#,#,#,#,2448,#,#,#,3023,#,#,#,#,4838,#,4965,#,7064,#,#,#,#,#,#,#,#,8080,#,#,8512,8598,#,8868,#,8984,#,#,#,#,10530,10937,#,11298,#,11470,#,#,#,11774,#,#,12073,12626,12795,13580,#,13935,#,#,15214,#,15358,#,#,#,#,#,#,16053,16233,16448,#,#,16652,16662,16808,16874,#,#,#,#,18211,18254,#,#,18512,18826,#,19341,#,#,#,19758,19982,20106,#,#,20668,20854,#,#,22034,22065,#,22473,#,#,#,23100,#,#,#,23431,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,10811,11059,#,#,#,11560,#,#,#,12306,12549,#,12741,12981,13281,13582,13866,14315,#,#,#,#,#,16073,16153,16244,16437,#,#,#,#,#,#,#,#,#,18168,18236,#,#,#,18677,#,#,#,#,#,19787,#,#,#,20391,20652,20747,#,21023,21959,#,#,22071,22446,#,23072,#,#,#,10638,10890,10980,11143,#,#,12157,12500,#,#,12740,#,12883,13045,13139,13361,#,13709,#,13912,14135,14566,#,#,#,16182,#,16332,#,#,#,#,#,#,18599,#,#,#,20361,20422,#,#,#,#,20984,21064,#,#,#,#,#,#,#,#,#,10715,10886,#,#,#,#,#,#,12255,12366,#,#,#,#,#,#,#,#,13211,#,13396,13681,#,13897,#,14078,14230,14465,14618,#,#,#,#,#,#,20193,#,#,#,20920,21010,#,#,#,#,10863,#,#,#,#,12411,#,#,#,13484,#,#,#,#,14010,#,14210,14263,14407,14545,#,#,20117,20355,#,#,#,#,#,#,#,12465,13477,#,#,#,#,#,#,#,14322,#,22188,#,#,#,20258}	{4091,846,10073,117,979,6182,21113,-93,390,867,2140,4405,6582,14837,21781,-649,21,264,659,#,882,1359,2671,4197,6092,6410,7887,10122,17272,21596,23688,#,-488,-41,26,134,383,552,811,#,#,1095,2122,2639,3522,4148,4274,4791,6139,6305,6448,7356,9199,#,14690,15570,18038,21394,21675,22768,23739,-636,-153,#,#,#,#,#,211,324,385,484,627,716,#,1017,1298,1942,#,2335,#,3131,3864,#,#,#,4338,4474,5663,#,#,6262,6359,#,6569,6795,7813,8704,9390,10333,14836,14972,16537,17346,19282,21191,21475,#,21772,22317,22890,23697,23767,#,-568,-341,#,188,#,#,#,#,#,420,#,#,#,#,#,#,#,1251,#,1396,2044,2250,2353,3072,3174,3834,3923,#,4349,#,4559,5292,5776,#,6278,#,6398,6500,#,6721,6931,7735,#,8504,8840,9343,9921,10158,11686,14806,#,14895,15199,15985,17001,#,17892,19030,19865,21154,21336,#,21562,#,#,22183,22707,22814,23507,#,#,#,23894,#,-506,-424,-253,#,202,#,#,1174,#,#,1751,1994,2119,2232,#,#,2561,2682,#,#,3274,3676,#,#,4003,#,#,#,4705,5155,5555,5753,5906,#,#,#,#,#,6540,6644,6755,6915,7053,7373,#,8432,8657,8800,9135,9312,#,9616,10021,#,10268,11168,11950,14734,#,#,#,15027,15552,15697,16470,16974,17146,17724,17956,18357,19113,19513,19958,#,#,21272,#,#,#,21824,22231,22372,22740,22803,#,22991,23529,23832,24020,#,#,#,#,#,-236,#,#,#,#,1569,1940,#,#,2057,#,#,#,2548,#,2674,2824,3266,3465,3531,3818,#,4068,4633,#,4955,5233,5468,5619,5731,#,5809,5938,#,#,#,#,#,#,6883,#,6957,7261,#,7584,8161,8452,8646,8687,#,8807,9079,9179,9275,#,9534,9824,#,#,10209,#,10400,11569,11858,12704,#,14755,#,15035,15507,#,15649,15856,16003,#,16690,#,17049,17175,17467,17779,#,#,18258,18884,#,19196,19457,19832,19888,20594,#,#,#,22097,22187,22253,22338,22657,#,#,#,#,22986,23235,#,23575,#,#,23948,#,#,#,1494,1662,1842,#,#,#,2512,#,#,#,2745,2953,#,#,3370,#,#,3598,3775,#,#,#,#,#,4824,5085,#,#,5391,#,#,#,#,#,#,#,#,6019,#,#,#,#,7227,7339,7521,7684,7997,8337,#,8470,8511,#,#,#,#,#,8942,#,#,#,#,#,9460,#,9680,#,#,#,#,10478,11396,11633,11836,#,12059,13791,#,#,#,15040,15269,#,15598,15684,15776,15902,#,16148,16594,16773,#,#,#,17206,17381,17658,17726,17842,18106,#,18445,18981,#,#,19344,#,19609,#,#,19909,20485,20640,21935,22110,#,22188,#,#,#,#,22566,#,#,#,23146,23319,#,23645,#,24006,#,#,#,#,#,#,2355,#,#,#,2878,3020,#,#,3587,#,#,3804,#,4915,5036,#,#,#,#,#,7158,#,#,#,7431,#,#,7705,7955,8008,8253,#,#,#,#,8513,8852,8969,#,#,#,9773,10407,10600,11245,11454,#,11674,11698,#,12031,12548,13100,13855,#,15128,15232,15450,#,15627,#,#,#,#,#,15953,16049,16339,16584,16655,#,16857,#,#,#,#,17567,#,#,#,17833,#,#,18253,18393,18743,#,#,19316,19380,#,19687,#,#,20007,20563,#,20783,21869,22063,#,#,#,#,22377,22567,23011,#,23316,23385,#,#,#,#,#,2448,#,#,#,3023,#,#,#,#,4838,#,4965,#,7064,#,#,#,#,#,#,#,#,8080,#,#,8512,8598,#,8868,#,8984,#,#,#,#,10530,10937,#,11298,#,11470,#,#,#,11774,#,#,12073,12626,12795,13580,#,13935,#,#,15214,#,15358,#,#,#,#,#,#,16053,16233,16448,#,#,16652,16662,16808,16874,#,#,#,#,18211,18254,#,#,18512,18826,#,19341,#,#,#,19758,19982,20106,#,#,20668,20854,#,#,22034,22065,#,22473,#,#,#,23100,#,#,#,23431,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,10811,11059,#,#,#,11560,#,#,#,12306,12549,#,12741,12981,13281,13582,13866,14315,#,#,#,#,#,16073,16153,16244,16437,#,#,#,#,#,#,#,#,#,18168,18236,#,#,#,18677,#,#,#,#,#,19787,#,#,#,20391,20652,20747,#,21023,21959,#,#,22071,22446,#,23072,#,#,#,10638,10890,10980,11143,#,#,12157,12500,#,#,12740,#,12883,13045,13139,13361,#,13709,#,13912,14135,14566,#,#,#,16182,#,16332,#,#,#,#,#,#,18599,#,#,#,20361,20422,#,#,#,#,20984,21064,#,#,#,#,#,#,#,#,#,10715,10886,#,#,#,#,#,#,12255,12366,#,#,#,#,#,#,#,#,13211,#,13396,13681,#,13897,#,14078,14230,14465,14618,#,#,#,#,#,#,20193,#,#,#,20920,21010,#,#,#,#,10863,#,#,#,#,12411,#,#,#,13484,#,#,#,#,14010,#,14210,14263,14407,14545,#,#,20117,20355,#,#,#,#,#,#,#,12465,13477,#,#,#,#,#,#,#,14322,#,14511,#,#,#,20258}
